Title,Download_link
The Social Economics of Poverty  On Identities Communities Groups and Networks Priorities for Development Economics,http://libgen.rs/get?&md5=72B7855C112AB000046375A8B4E04D7C
Social networks and intergroup conflict,http://libgen.rs/get?&md5=6C9BB8B9D51704DEED8CA61E44D4E641
Computational Social Network Analysis Trends Tools and Research Advances,http://libgen.rs/get?&md5=636F284E6E9883D42E26924A360039CB
Social Networks Drug Injectors Lives and HIV AIDS Aids Prevention and Mental Health,http://libgen.rs/get?&md5=FB0A0AAD1E10F66C931FF7594053F394
Political Networks The Structural Perspective Structural Analysis in the Social Sciences,http://libgen.rs/get?&md5=F40EAD2DBF36C3A3186B3A0D36107BD9
Teenagers and Substance Use Social Networks and Peer Influence,http://libgen.rs/get?&md5=E768E55D8C16972016F85C2776A1A9D0
Algebraic Models for Social Networks Structural Analysis in the Social Sciences,http://libgen.rs/get?&md5=E6AFC31F59E0EF1C2F9046CA97FC2BEC
Mathematical methods in signal processing and digital image analysis,http://libgen.rs/get?&md5=A9B28030DD80C78CB2F206A5D301A79C
Signal analysis time frequency scale and structure,http://libgen.rs/get?&md5=F1CD85F0476642B9E0BC32C8A3E51821
Spectral analysis parametric and nonparametric digital methods,http://libgen.rs/get?&md5=8A620A654F423D83950DA3A7BEB566DE
A Wavelet Tour of Signal Processing,http://libgen.rs/get?&md5=ED5C8A8FC8651E35C5E16523288E9F96
Signal analysis wavelets filter banks timefrequency transforms and applications,http://libgen.rs/get?&md5=6A5A7A97D1200A81B1F212F386FD47D2
Discretesignal analysis and design,http://libgen.rs/get?&md5=CA00BF05684234D87EF04ED28B8C6BEF
Fourier analysis on finite groups applications in signal processing and system design,http://libgen.rs/get?&md5=D66D6FCD22C2D09B5A28EE997FB5E0AC
Analysis and control of nonlinear process systems,http://libgen.rs/get?&md5=784CE73C6A257C9C48989D98F14B0881
Introduction to Random Signal Analysis And Kalman Filtering,http://libgen.rs/get?&md5=B48DEE62CDABF5BFAC1C4029A042E47C
Signal Analysis Wavelets Filter Banks TimeFrequency Transforms and Applications,http://libgen.rs/get?&md5=AE59BDAF2F4BB9A4ADD81A4C031F4C73
Design and Analysis of Analog Filters A Signal Processing Perspective,http://libgen.rs/get?&md5=350C37A021391EA4067347C6EB90C196
Digital communication over fading channels a unified approach to performance analysis,http://libgen.rs/get?&md5=5E1D6B1D1692CA3431E5F72ECFA47CE3
Fourier Analysis on Finite Groups with Applications in Signal Processing and System Design,http://libgen.rs/get?&md5=E94A960C1262D44CCBB056C85A4C4C02
TimeFrequency Transforms for Radar Imaging and Signal Analysis,http://libgen.rs/get?&md5=C5780032D26BB46DFBB7DFE97AA9BFFF
A Wavelet Tour of Signal Processing,http://libgen.rs/get?&md5=E0A1C523716FF435AC5FA52BF9DE0163
Mathematical methods in signal processing and digital image analysis,http://libgen.rs/get?&md5=3787F204A2EF46DE73503BF534C44F6B
Analysis of Geophysical Potential Fields A Digital Signal Processing Approach,http://libgen.rs/get?&md5=9A21A22A9C815A902D22F71BCB67C1D8
Signal analysis,http://libgen.rs/get?&md5=77FB0D8F41C65A74D0A49BA5C9D56B29
Harmonic analysis signal processing and complexity Festschrift in honor of the 60th birthday of CA Berenstein,http://libgen.rs/get?&md5=85AEA490A1164F16C50F5D204FEF525C
Introduction to Applied Statistical Signal Analysis,http://libgen.rs/get?&md5=0BD6F64216463FEEEAEFAE10628E425C
The nuts and bolts of signalintegrity analysis,http://libgen.rs/get?&md5=3C75CB0106DDE19295851B88684FF24F
Introduction to bioinformatics,http://libgen.rs/get?&md5=AECA115E75BF63B9E5B603C00B3F128B
Bioinformatics for geneticists,http://libgen.rs/get?&md5=777B9150E4884F5F108112CFE67A8A14
Bioinformatics for geneticists,http://libgen.rs/get?&md5=358AA863B2C229E874B97EBA0ADACD15
Bioinformatics a practical guide to the analysis of genes and proteins,http://libgen.rs/get?&md5=CD32B7A6DE2960EA0693D787977BB1E0
Bioinformatics computing,http://libgen.rs/get?&md5=F338891C786D2FA28E93DC2CE9FE0F9F
Structural bioinformatics,http://libgen.rs/get?&md5=33624638679B7FFAE2C4D9B2443B93B0
Structural Bioinformatics,http://libgen.rs/get?&md5=8BFDA45F0B591E0E1CBBE4E148FE880B
Introduction to mathematical methods in bioinformatics,http://libgen.rs/get?&md5=4B9C4A2448E40AFBB0E17AD4E885F266
Bioinformaticsfrom genomes to drugs,http://libgen.rs/get?&md5=00815A5FBC001507C2EF36DDA8E3B0DD
Introduction to bioinformatics,http://libgen.rs/get?&md5=E66BA6DFE66E46641411FB3E17C61ED2
Introduction to bioinformatics,http://libgen.rs/get?&md5=BE4A49BB2AE505767F1E309FBC3A4D88
Bioinformatics Biocomputing and Perl An Introduction,http://libgen.rs/get?&md5=79CEB500E1E73E82A082753DD1CC86EF
Bioinformatics sequence and genome analysis,http://libgen.rs/get?&md5=F9878B69A017FC3985655F26CFD63CA9
Bioinformatics and functional genomics,http://libgen.rs/get?&md5=5C9B97515841AB4FC2C9238DC3CBDBA4
Bioinformatics,http://libgen.rs/get?&md5=10DE993648E26B49E8BEB1444457B373
Computational text analysis for functional genomics and bioinformatics,http://libgen.rs/get?&md5=898B2EF2AC66C1ADDA6103DFCAB65E62
Bioinformatics for geneticists,http://libgen.rs/get?&md5=ECB4B10C533C8E60C8415452BED1B822
Bioinformatics a practical guide to the analysis of genes and proteins,http://libgen.rs/get?&md5=1C20B247A99AD08296B0AAAC2CE7E486
Algorithms in Bioinformatics First International Workshop WABI 2001 Århus Denmark August 28–31 2001 Proceedings,http://libgen.rs/get?&md5=1CC95185269D615A162530DDE6A88BC7
Developing Bioinformatics Computer Skills,http://libgen.rs/get?&md5=BBE2203B8B1F1CFC1F560EEF2B0D97E0
Algorithms in Bioinformatics Second International Workshop WABI 2002 Rome Italy September 17–21 2002 Proceedings,http://libgen.rs/get?&md5=743BEC511ED071EACBB9B1718F737A4A
Tools and Techniques for Effective DataDriven Decision Making,http://libgen.rs/get?&md5=752EC447EFFC4490052EAEE5708C775C
Participatory Action Research for Educational Leadership Using DataDriven Decision Making to Improve Schools,http://libgen.rs/get?&md5=C076FA5CD0962A72489FDB337C45BCE3
DataDriven DecisionMaking in Schools Lessons from Trinidad,http://libgen.rs/get?&md5=7B99E5CF6F9BE650F69CBDDDB9C14333
Digital Analytics Data Driven Decision Making in Digital World,http://libgen.rs/get?&md5=E4192C6EDF819CB474B8E92D08EA73B5
Participatory Action Research for Educational Leadership Using DataDriven Decision Making to Improve Schools,http://libgen.rs/get?&md5=17C4F72D6293649F431D6F6596D2DF25
The Power of Experiments Decision Making in a DataDriven World,http://libgen.rs/get?&md5=F830096F010CBF63CF9EFFE01D6005D0
Business Analytics The Science of Datadriven Decision Making,http://libgen.rs/get?&md5=56DC65F8648ECD01845467C6E9EF117C
Beginning Azure Cognitive Services DataDriven Decision Making Through Artificial Intelligence,http://libgen.rs/get?&md5=6F8D8CC6AAA87AA11F0046A0FF26D35B
Data Driven Decision Making using Analytics Computational Intelligence Techniques,http://libgen.rs/get?&md5=99DDACDBD9F4AA6E695BC92E6A7E87C0
Microsoft 365 Excel The Only App That Matters Calculations Analytics Modeling Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making  Insight,http://libgen.rs/get?&md5=A581CF73C3C473F630CB06E3FE3D6C06
Microsoft 365 Excel The Only App That Matters Calculations Analytics Modeling Data Analysis and Dashboard Reporting for the New Era of Dynamic Data Driven Decision Making  Insight,http://libgen.rs/get?&md5=8C024E8E0892222D83667CFBC5D761F1
Business Analytics Volume II A Data Driven Decision Making Approach for Business,http://libgen.rs/get?&md5=069E29DD160C4FF70CB0E8CE22DA4FDA
The Family Firm A DataDriven Guide to Better Decision Making in the Early School Years,http://libgen.rs/get?&md5=74361368D2C45F7BC35A6D6F95C887EB
Transforming Teaching and Learning Through DataDriven Decision Making,http://libgen.rs/get?&md5=F2193FAEB544C1EF807F0B41FA97DCDA
Business Analytics A DataDriven Decision Making Approach for Business,http://libgen.rs/get?&md5=93DE5BEE751AE8EA272FB37BBB636DE7
Against Prediction Profiling Policing and Punishing in an Actuarial Age,http://libgen.rs/get?&md5=CC10CEA0DE40BFD17DC6DBC202F80CC3
Performance Modeling And Analysis Of Bluetooth Networks Polling Scheduling and Traffic Control,http://libgen.rs/get?&md5=AA97679A60970BB9C9EFCDCBDF94AEA7
Traffic Analysis and Design of Wireless IP Networks,http://libgen.rs/get?&md5=9FF0C716E66766F2DC0CBFA965662B41
SatelliteUMTS  Specification of Protocols and Traffic Performance Analysis,http://libgen.rs/get?&md5=B6079E3A37007EE2C17B4D72EFE298D2
Performance Modeling and Analysis of Bluetooth Networks Polling Scheduling and Traffic Control,http://libgen.rs/get?&md5=150241C76A64C20B9EF86BDB1AEC78BB
Traffic Monitoring and Analysis Second International Workshop TMA 2010 Zurich Switzerland April 7 2010Proceedings,http://libgen.rs/get?&md5=756C6AA0DAEF47136D374F384C6156BC
Traffic Analysis and Design of Wireless IP Networks,http://libgen.rs/get?&md5=52A4968AE8AC72F689298BD73C39E387
Traffic Monitoring and Analysis Second International Workshop TMA 2010 Zurich Switzerland April 7 2010Proceedings,http://libgen.rs/get?&md5=FBD0BAB47DF07DD19A85AB19F0FCBED5
Traffic Analysis and Design of Wireless IP Networks,http://libgen.rs/get?&md5=398267156BA61CF2FD7670ADE7CD7DEE
Traffic Monitoring and Analysis First International Workshop TMA 2009 Aachen Germany May 11 2009 Proceedings,http://libgen.rs/get?&md5=CD0AA40CC1E203F46CFA7E2DEB1FA3F0
Traffic Monitoring and Analysis Third International Workshop TMA 2011 Vienna Austria April 27 2011 Proceedings,http://libgen.rs/get?&md5=7AE4BE8336D0A223617A9F9DCBE02D33
Performance Analysis of Multichannel and MultiTraffic on Wireless Communication Networks,http://libgen.rs/get?&md5=7CA22F01B74F75F9770AD1B2A2A06DA1
Performance Analysis and Optimization of MultiTraffic on Communication Networks,http://libgen.rs/get?&md5=366730ECFAB8A4B3E2F60C7E37B4768B
Traffic analysis and design of wireless IP networks,http://libgen.rs/get?&md5=E286B0D8BC1B39EEE1364363F08323D2
Traffic Monitoring and Analysis Second International Workshop TMA 2010 Zurich Switzerland April 7 2010Proceedings,http://libgen.rs/get?&md5=A31BF94454AE6B6BE4548DC97A849AF5
Traffic Monitoring and Analysis Third International Workshop TMA 2011 Vienna Austria April 27 2011 Proceedings,http://libgen.rs/get?&md5=9638BB8407FC6B34B5D219229F94D24A
Traffic Monitoring and Analysis 4th International Workshop TMA 2012 Vienna Austria March 12 2012 Proceedings,http://libgen.rs/get?&md5=DEC27D077BA7401CAFBD44801D808A65
Modelling and Simulation in Air Traffic Management,http://libgen.rs/get?&md5=DFE3E473141859909F652C83B42ECF02
New concepts and methods in air traffic management,http://libgen.rs/get?&md5=82B90F4A2BF940355FAD5998CD0D4A48
Large Scale Computation and Information Processing in Air Traffic Control,http://libgen.rs/get?&md5=D0CD21C76DD5CB86429829E906282193
Urban Traffic Networks Dynamic Flow Modeling and Control,http://libgen.rs/get?&md5=C62FC2889167E85C89F0269EEA5F40E2
Practical Web Traffic Analysis Standards Privacy Techniques and Results,http://libgen.rs/get?&md5=9FE777B9EAFB2397AD4EC0ED3424FA86
Traffic Monitoring and Analysis 4th International Workshop TMA 2012 Vienna Austria March 12 2012 Proceedings,http://libgen.rs/get?&md5=D61E230996212D083CFDA70EE3232D9A
Heavy Traffic Analysis of Controlled Queueing and Communication Networks,http://libgen.rs/get?&md5=F94BDC65D593917C6FA3C75FE7A4469C
Traffic Monitoring and Analysis First International Workshop TMA 2009 Aachen Germany May 11 2009 Proceedings,http://libgen.rs/get?&md5=A9510E5139C9913F7B4EFD3109C3E151
Optical Character Recognition,http://libgen.rs/get?&md5=D7F984A43345B615E2F1959A8B9C0F6F
Optical Character Recognition An Illustrated Guide to the Frontier,http://libgen.rs/get?&md5=0BA9A98CEEA8DC458DC4D2FBA0232DA3
Optical Character Recognition Systems for Different Languages with Soft Computing,http://libgen.rs/get?&md5=E05A6873B3FCB95821C2345A125FEFEB
Optical Character Recognition Systems for Different Languages with Soft Computing,http://libgen.rs/get?&md5=114E63251C11908175579768928420EF
Optical Character Recognition Systems for Different Languages with Soft Computing,http://libgen.rs/get?&md5=5DA893626335E8C883A3E55E7C76D7BE
NamedEntity Recognition and Optical Character Recognition for Detecting Halal Food Ingredients Indonesian Case Study,http://libgen.rs/get?&md5=FBA91E38DDC0728BA8A9887ACB12EDA4
Search Engines Link Analysis and User’s Web Behavior A Unifying Web Mining Approach,http://libgen.rs/get?&md5=4391C72D77034CA281F8DE5C2E83D075
Search Engines Link Analysis and Users Web Behavior,http://libgen.rs/get?&md5=1F304B503A90168337D74F6C03412426
Trends in Social Network Analysis Information Propagation User Behavior Modeling Forecasting and Vulnerability Assessment,http://libgen.rs/get?&md5=A1C6931D4989E6D5AE46501961326427
Learn Model Interpretability and Explainability Methods,http://libgen.rs/get?&md5=74B23C6E02CD4329AB7C0DD124789D50
Explainable AI Recipes Implement Solutions to Model Explainability and Interpretability with Python,http://libgen.rs/get?&md5=6DDCB4759C328313EEA4134D83870538
Object Recognition Attention and Action,http://libgen.rs/get?&md5=D132027207C8E8D9C7F95F4E33153F78
Computer Vision and Action Recognition A Guide for Image Processing and Computer Vision Community for Action Understanding,http://libgen.rs/get?&md5=9510C8A0396F7ECDD3026B7A1047603B
Computer Vision and Action Recognition A Guide for Image Processing and Computer Vision Community for Action Understanding,http://libgen.rs/get?&md5=EF66AAA84097200E30F724B85EFEAD0A
Computer Vision and Action Recognition A Guide for Image Processing and Computer Vision Community for Action Understanding,http://libgen.rs/get?&md5=D73506064CF83F22140D124F8C43D805
Motion History Images for Action Recognition and Understanding,http://libgen.rs/get?&md5=D4BAB0D32C3FA8639903AF8D25C11B08
Object Recognition Attention and Action,http://libgen.rs/get?&md5=A37889BC94562851E20261C1F3B11329
Motion history images for action recognition and understanding,http://libgen.rs/get?&md5=548FA72553F64357878AA3BA1B1981D4
The Specificity and Action of Animal Bacterial and Plant Toxins,http://libgen.rs/get?&md5=9187CA721B5A955CCBE36BFDF26CC9A2
Human Action Recognition with Depth Cameras,http://libgen.rs/get?&md5=F2C11F3F09891AE34B13FB113BACF60F
Motion History Images for Action Recognition and Understanding,http://libgen.rs/get?&md5=E49354E4607D91AF1293672BBCE924AA
Computational intelligence for human action recognition,http://libgen.rs/get?&md5=31A62C72B05339511FA4CE81F260FEF7
Financial Modeling of the Equity Market From CAPM to Cointegration,http://libgen.rs/get?&md5=42BE009AC41227C57B2165076C787330
Financial Econometrics Modeling Market Microstructure Factor Models and Financial Risk Measures,http://libgen.rs/get?&md5=33A4B58125D7ED4A3EEC9CE7CE8394CF
Market Risk and Financial Markets Modeling,http://libgen.rs/get?&md5=1D2919A3FD441A3B8E6B172A8784F845
Financial Econometrics Modeling Market Microstructure Factor Models and Financial Risk Measures,http://libgen.rs/get?&md5=827131F39BC6072FD2544468D1A5A296
Identifying Stock Market Bubbles Modeling Illiquidity Premium and Bidask Prices of Financial Securities,http://libgen.rs/get?&md5=DEB705677EDB0BED89A66F271030B739
Identifying Stock Market Bubbles Modeling Illiquidity Premium and BidAsk Prices of Financial Securities,http://libgen.rs/get?&md5=D65E453841BC30BDA12FD35A2E8B2C08
PISA PISA Data Analysis Manual SPSS Second Edition,http://libgen.rs/get?&md5=24B5F27F60C767445EAA65A8CC374594
PISA PISA Data Analysis Manual SAS,http://libgen.rs/get?&md5=BBE764BB09A6E09F7680FC8C04EE1F98
Analysis of Economic Data,http://libgen.rs/get?&md5=B728743FEAB9046DD057DABB256035CA
Pisa Data Analysis Manual 2003 SPSS Users,http://libgen.rs/get?&md5=CCB476D15F96226B34C9040682521ADD
Time the Markets Using Technical Analysis to Interpret Economic Data Revised Edition,http://libgen.rs/get?&md5=8C1FBCD413821D38EEC8F3417A994C2F
Time the Markets Using Technical Analysis to Interpret Economic Data Revised Edition,http://libgen.rs/get?&md5=CD2761D9D4657C93CD6CE9772C566A88
Analysis of economic data,http://libgen.rs/get?&md5=F56104315DDADEC2830D86A19B5F2EBD
Contributions to Modern Econometrics From Data Analysis to Economic Policy,http://libgen.rs/get?&md5=AD1BCC70729666C7975141BB41005D1F
Spatial Data Configuration in Statistical Analysis of Regional Economic and Related Problems,http://libgen.rs/get?&md5=E54146F25BF4E4734E32AC5276A4B528
Applied Panel Data Analysis for Economic and Social Surveys,http://libgen.rs/get?&md5=1FC3D587D09F410416A78AE45591E480
Panel Data Econometrics Theoretical Contributions and Empirical Applications,http://libgen.rs/get?&md5=1364A5343986C4974C070F3DE6DF1F00
Analysis of Economic Data,http://libgen.rs/get?&md5=537644EEE7C84B866D47C5E9B2ABD26F
Analysis of Economic Data,http://libgen.rs/get?&md5=149EC116DD6DCB1206A5BC4B3AEF7443
Analysis of Economic Data,http://libgen.rs/get?&md5=8B10849F158D8226CC1C8B90A784218D
Analysis of Economic Data,http://libgen.rs/get?&md5=5D53383B9DC70703C4CA672E8480EB73
Economic surveys and data analysis  CIRET Confrence proceedings Paris 2000,http://libgen.rs/get?&md5=650B55DD225AB493E72B7D85ABF96176
PISA 2003 Data Analysis Manual,http://libgen.rs/get?&md5=C7D09FB230A81EB4CF064141255C897D
The Environmental goods and services industry  manual for data collection and analysis,http://libgen.rs/get?&md5=3FD62EDA203B622F2F985A74C7413C55
Advances in Panel Data Analysis in Applied Economic Research,http://libgen.rs/get?&md5=E806EEE8C82C27CD0CFC79C781F10FCA
Analysis of economic data,http://libgen.rs/get?&md5=74FAECF8B37CFE2F6D6C773A6DA575B0
Analysis of Economic Data,http://libgen.rs/get?&md5=A2D9EA1BA59CEB6DD63A7A51696DA900
Data Analysis and Related Applications Volume 1 Computational Algorithmic and Applied Economic Data Analysis,http://libgen.rs/get?&md5=37300BB1A6B646F3D8C4DC7A45315C02
Data Analysis and Related Applications Volume 1 Computational Algorithmic and Applied Economic Data Analysis,http://libgen.rs/get?&md5=15CAB91A43B2B886CF8BD6A3EAA15F77
Primer to Analysis of Genomic Data Using R,http://libgen.rs/get?&md5=8983A6B2ACD784052DDFBF214998E0E8
Primer to Analysis of Genomic Data Using R,http://libgen.rs/get?&md5=7FB698D1C31E903948590ABB186F1E69
Primer to Analysis of Genomic Data Using R,http://libgen.rs/get?&md5=367BC3C644FC003A49C60271E8705CC4
Body Language and Meaning in Conflict Situations A semiotic analysis of gestureword mismatches in IsraeliJewish and Arab discourse,http://libgen.rs/get?&md5=9197A1641EBE71A94D36059184CAACE7
Building a Virtual Assistant for Raspberry Pi The practical guide for constructing a voicecontrolled virtual assistant,http://libgen.rs/get?&md5=E55B9972D1D0BA0D12E284135DE859B3
Voice Applications For Alexa And Google Assistant,http://libgen.rs/get?&md5=ADA3E93DD64AC1C72FCDBC4020BE459A
The Elevated EA Find Your Voice  Own Your Future as an Executive Assistant,http://libgen.rs/get?&md5=01110867446870324414A21C8232A2B2
Multivariate Data Analysis in Sensory and Consumer Science Publications in Food Science and Nutrition,http://libgen.rs/get?&md5=EECFEA1BA4BA1DBC556233969604D549
Knowledge Management And Management Learning Extending the Horizons of KnowledgeBased Management,http://libgen.rs/get?&md5=495FBDE9ED2FE6B78669A7BB27E935E0
Optimal Knowledge Management Wisdom Management Systems Concepts And Applications,http://libgen.rs/get?&md5=7CFB6EBFD57EA580E551E73063A1CE8B
Medical Informatics Knowledge Management and Data Mining in Biomedicine,http://libgen.rs/get?&md5=B53F2C5B462FF86977C7C8495B6ED354
Knowledge Management Systems Value Shop Creation,http://libgen.rs/get?&md5=399F2646E471BA8D9BF6A6B7013E372D
Knowledge Management Systems Information and Communication Technologies for Knowledge Management,http://libgen.rs/get?&md5=46AFE976B71D89ED8F4DDFA42619E2E8
Knowledge Management Systems in Law Enforcement Technologies and Techniques,http://libgen.rs/get?&md5=631BF2B8873B41225D866E0A0F93CF41
Trust in Knowledge Management Systems in Organizations,http://libgen.rs/get?&md5=E8B3EE4899F899A0FBE235C48A442EEE
Terrorism Informatics  Knowledge Management and Data Mining for Homeland Security,http://libgen.rs/get?&md5=F94934A6F2022C946590E4C38C83879A
Managing Strategic Enterprise Systems And Egovernment Initiatives In Asia A Casebook,http://libgen.rs/get?&md5=75D83C2BBED2DBAE0BB6EB862C678888
UML for Developing Knowledge Management Systems,http://libgen.rs/get?&md5=93B7C4DAD36BBE89D9ED10189524BA7D
Intelligent Information Systems and Knowledge Management for Energy Applications for Decision Support Usage and Environmental Protection,http://libgen.rs/get?&md5=39FEDA44406A5C4257007C23BB3BE934
Advances in Intelligent Computing — IPMU 94 5th International Conference on Information Processing and Management of Uncertainty in KnowledgeBased Systems Paris France July 4–8 1994 Selected Papers,http://libgen.rs/get?&md5=A7E8B3D0DF0CC636666AD4F578BB811E
Mining the Web Discovering Knowledge from Hypertext Data,http://libgen.rs/get?&md5=CB834C553CCABD07596CD152C7B65BC5
Principles of Database and KnowledgeBase Systems,http://libgen.rs/get?&md5=A0984C1836E905A4B2F69BBD69EBB4DF
Wisdom Knowledge and Management A Critique and Analysis of Churchmans Systems Approach,http://libgen.rs/get?&md5=834727CDE8C1A468A4BD0F9E0A65B85F
Reindeer Management in Northernmost Europe Linking Practical and Scientific Knowledge in SocialEcological Systems,http://libgen.rs/get?&md5=4667AB8CDDD15BB3BF97C3B34038D6E5
Knowledge Management and Organizational Learning,http://libgen.rs/get?&md5=7ED80B46025AEDD5D4E973FCAB981B18
Knowledge Systems and Natural Resources Management Policy and Institutions in Nepal,http://libgen.rs/get?&md5=752E855B643D9034F9E7423FB49FE15B
Knowledge Management Systems for Business,http://libgen.rs/get?&md5=FFB77BE1B427DB374F425B2849EFC6EA
Knowledge Management and Acquisition for Smart Systems and Services 11th International Workshop PKAW 2010 Daegue Korea August 20  September 3 2010 Proceedings,http://libgen.rs/get?&md5=F9100C5FD8F4FA3108DF50127786F018
Medical Informatics Knowledge Management and Data Mining in Biomedicine,http://libgen.rs/get?&md5=DD25F94B684613F244743A3EA825F272
Knowledge Management Information Systems ELearning and Sustainability Research Third World Summit on the Knowledge Society WSKS 2010 Corfu Greece September 2224 2010 Proceedings Part I,http://libgen.rs/get?&md5=C52BAC75DDB52432058F591D1AC793CF
Information Visualization in Data Mining and Knowledge Discovery The Morgan Kaufmann Series in Data Management Systems,http://libgen.rs/get?&md5=BAFAF31D11C67E5B5ED5CDFC75D23264
Realising Systems Thinking Knowledge and Action in Management Science Contemporary Systems Thinking,http://libgen.rs/get?&md5=B97C88E689F32C13BAFC19F2E6B78535
Intelligent Information Systems and Knowledge Management for Energy Applications for Decision Support Usage and Environmental Protection,http://libgen.rs/get?&md5=AF95EA114D4DD3F862056AF641F1A2A2
Software Engineering and Computer Games Learn Software Engineering by Computer Game Design with Windows MFC and OpenGL,http://libgen.rs/get?&md5=4824E8A37D6400D84810426DC5582A9B
Guide to Computer Animation for tv games multimedia and web,http://libgen.rs/get?&md5=E25CAB4B38E34D06F7F16F53E8369027
Algorithms and Networking for Computer Games,http://libgen.rs/get?&md5=BE551B95F2A79A144827611B65868C83
Satisficing Games and Decision Making With Applications to Engineering and Computer Science,http://libgen.rs/get?&md5=AE681817924F37DABC8C39315C9E0C62
Biologically Inspired Artificial Intelligence for Computer Games,http://libgen.rs/get?&md5=3A958EF8995629F485BAB082572C7B5F
AI in computer games,http://libgen.rs/get?&md5=EDA60A823A8AA70E316B91FBDE9F4ED4
Geometric Algebra An Algebraic System for Computer Games and Animation,http://libgen.rs/get?&md5=BAC7A55B79A54365AD875863C1225BC4
Geometric algebra An algebraic system for computer games and animation,http://libgen.rs/get?&md5=5411E79FB2DA7F28DBFCE4F3E0C2202C
Automata Logics and Infinite Games A Guide to Current Research,http://libgen.rs/get?&md5=E95DBB2BE68CE074C02B432A85E847C1
Gamesbased learning advancements for multisensory human computer interfaces techniques and effective practices,http://libgen.rs/get?&md5=9F353CDABF282F632E10A842B4872967
Satisficing Games and Decision Making  With Applications to Engineering and Computer Sciences,http://libgen.rs/get?&md5=D0239D8B662EE459D2A873775395519C
Computers and Games 5th International Conference CG 2006 Turin Italy May 2931 2006 Revised Papers,http://libgen.rs/get?&md5=4C4ECCAE56310B8B722987F36C92BDC2
Computers and Games 6th International Conference CG 2008 Beijing China September 29  October 1 2008 Proceedings,http://libgen.rs/get?&md5=214B297D0A21C5967F49C5A9DA21C8F6
51 Robots to Draw and Paint Create Fantastic Robot Characters for Comic Books Computer Games and Graphic Novels,http://libgen.rs/get?&md5=2B6AF9FDDC6BC1903A5D970DD0125D5F
Algorithms And Networking For Computer Games Smed,http://libgen.rs/get?&md5=5D42EED8E0CE4B47DA6342A19D9ADEE4
Advanced Intelligent Paradigms in Computer Games,http://libgen.rs/get?&md5=FB3E60B1D736212D8714FF2DFAD73C98
Artificial Intelligence  Hardcore AI for Computer Games and Animation,http://libgen.rs/get?&md5=2D21E052E12E8B3B5F7E9A8B766E1551
Guide to Computer Animation for tv games multimedia and web Focal Press Visual Effects and Animation,http://libgen.rs/get?&md5=7BA01014756B24A7965B7F70B6B95E10
Game cultures computer games as new media,http://libgen.rs/get?&md5=913C914288E794CE62EB242700D8A31A
Biologically Inspired Artificial Intelligence for Computer Games,http://libgen.rs/get?&md5=9929F7AECA2C0D53481E46262E0BBD23
Electric Worlds in the Classroom Teaching And Learning With Rolebased Computer Games Technology EducationConnections Tec Series,http://libgen.rs/get?&md5=C210E2933F2D58306AFA40033E5FB3A6
Algorithms and Networking for Computer Games,http://libgen.rs/get?&md5=DE5C322A0E1D1EF94804C7D87A76BB14
Computer Games as a Sociocultural Phenomenon Games Without Frontiers Wars Without Tears,http://libgen.rs/get?&md5=DDF19EEF4C46ABF9744064F87A15B47D
Algorithms and Networking for Computer Games,http://libgen.rs/get?&md5=D3036BE56EDAD364384B1B84E5B4C43C
Biologically Inspired Artificial Intelligence for Computer Games,http://libgen.rs/get?&md5=E00E887B81B45A9277F66583A2A3089F
StockMarket Patterns and Financial Analysis Methodological Suggestions,http://libgen.rs/get?&md5=C7E6C65AE5E41AF5924F2432AFFB8803
Market Risk Analysis Pricing Hedging and Trading Financial Instruments v 3,http://libgen.rs/get?&md5=B55C80226A66137EA51368F45E023A91
Market risk analysis III Pricing hedging and trading financial instruments,http://libgen.rs/get?&md5=DD4ECE0EF6A6B8C8095EB9C5B05E72C7
Financial Market Risk Measurement  Analysis Routledge International Studies in Money and Banking,http://libgen.rs/get?&md5=7AE9D40035D0A6625C2EB5642FE9ECCE
Technical Analysis The Complete Resource for Financial Market Technicians,http://libgen.rs/get?&md5=24D162C4385E2C2C0F24C1A4BB5F9082
Technical Analysis The Complete Resource for Financial Market Technicians Second Edition,http://libgen.rs/get?&md5=20F41E80B4CFBC96AD14BB811327CBA0
Market Risk Analysis Practical Financial Econometrics Volume 2,http://libgen.rs/get?&md5=138FE492AA8A03AD1251A9B6ABD2369F
Technical Analysis The Complete Resource for Financial Market Technicians,http://libgen.rs/get?&md5=7965F03721352687203A0C32B2A5B802
The Causal Relationship between the SP 500 and the VIX Index Critical Analysis of Financial Market Volatility and Its Predictability,http://libgen.rs/get?&md5=92EDFA8E9E4F536DB455818CF8EE1E4B
Option Market Making Trading and Risk Analysis for the Financial and Commodity Option Markets,http://libgen.rs/get?&md5=4E1D5AA311F755EB07420E078C665BE0
Comparative Corporate Governance A Functional and International Analysis,http://libgen.rs/get?&md5=BC7E4EB9829680B214C8BE364129C0BA
Market Risc Analysis Practical Financial Econometrics CDROM Vol 2,http://libgen.rs/get?&md5=AC01AC7C4E4884A158D69CC56255378E
Market Risk Analysis Pricing Hedging and Trading Financial Instruments CDROM Vol 3,http://libgen.rs/get?&md5=DB6BDE944357E6D9B9AD33EBC8DDDC21
